11 1 5 85 77 68 58 49 WNG WNG WNG WNG LQ
11 2 7 39 30 22 15 8 4 1 WNC WNC WNC WNC WNC WNC WNC
11 3 7 0 1 5 11 19 28 39 NM WXC WXC WXC WXC WXC WXC
11 4 7 50 62 73 82 90 96 99 FQ WXG WXG WXG WXG WXG WXG
11 5 4 100 99 95 90 FM WNG WNG WNG
12 1 3 83 75 66 WNG WNG WNG
12 2 7 57 48 38 29 21 13 7 WNG WNG LQ WNC WNC WNC WNC
12 3 7 3 0 0 3 8 16 25 WNC WNC NM WXC WXC WXC WXC
12 4 7 35 47 58 69 79 87 93 WXC WXC FQ FQ WXG WXG WXG
12 5 7 98 100 100 98 94 89 82 WXG WXG FM FM WNG WNG WNG
